Level,RequiredStrength
5166,1246500000000
5167,1246750000000
5168,1247000000000
5169,1247250000000
5170,1247500000000
5171,1247750000000
5172,1248000000000
5173,1248250000000
5174,1248500000000
5175,1248750000000
5176,1249000000000
5177,1249250000000
5178,1249500000000
5179,1249750000000
5180,1250000000000
5181,1250250000000
5182,1250500000000
5183,1250750000000
5184,1251000000000
5185,1251250000000
5186,1251500000000
5187,1251750000000
5188,1252000000000
5189,1252250000000
5190,1252500000000
5191,1252750000000
5192,1253000000000
5193,1253250000000
5194,1253500000000
5195,1253750000000
5196,1254000000000
5197,1254250000000
5198,1254500000000
5199,1254750000000
5200,1255000000000
5201,1255250000000
5202,1255500000000
5203,1255750000000
5204,1256000000000
5205,1256250000000
5206,1256500000000
5207,1256750000000
5208,1257000000000
5209,1257250000000
5210,1257500000000
5211,1257750000000
5212,1258000000000
5213,1258250000000
5214,1258500000000
5215,1258750000000
5216,1259000000000
5217,1259250000000
5218,1259500000000
5219,1259750000000
5220,1260000000000
5221,1260250000000
5222,1260500000000
5223,1260750000000
5224,1261000000000
5225,1261250000000
5226,1261500000000
5227,1261750000000
5228,1262000000000
5229,1262250000000
5230,1262500000000
5231,1262750000000
5232,1263000000000
5233,1263250000000
5234,1263500000000
5235,1263750000000
5236,1264000000000
5237,1264250000000
5238,1264500000000
5239,1264750000000
5240,1265000000000
5241,1265250000000
5242,1265500000000
5243,1265750000000
5244,1266000000000
5245,1266250000000
5246,1266500000000
5247,1266750000000
5248,1267000000000
5249,1267250000000
5250,1267500000000
5251,1267750000000
5252,1268000000000
5253,1268250000000
5254,1268500000000
5255,1268750000000
5256,1269000000000
5257,1269250000000
5258,1269500000000
5259,1269750000000
5260,1270000000000
5261,1270250000000
5262,1270500000000
5263,1270750000000
5264,1271000000000
5265,1271250000000
5266,1271500000000
5267,1271750000000
5268,1272000000000
5269,1272250000000
5270,1272500000000
5271,1272750000000
5272,1273000000000
5273,1273250000000
5274,1273500000000
5275,1273750000000
5276,1274000000000
5277,1274250000000
5278,1274500000000
5279,1274750000000
5280,1275000000000
5281,1275250000000
5282,1275500000000
5283,1275750000000
5284,1276000000000
5285,1276250000000
5286,1276500000000
5287,1276750000000
5288,1277000000000
5289,1277250000000
5290,1277500000000
5291,1277750000000
5292,1278000000000
5293,1278250000000
5294,1278500000000
5295,1278750000000
5296,1279000000000
5297,1279250000000
5298,1279500000000
5299,1279750000000
5300,1280000000000
5301,1280250000000
5302,1280500000000
5303,1280750000000
5304,1281000000000
5305,1281250000000
5306,1281500000000
5307,1281750000000
5308,1282000000000
5309,1282250000000
5310,1282500000000
5311,1282750000000
5312,1283000000000
5313,1283250000000
5314,1283500000000
5315,1283750000000
5316,1284000000000
5317,1284250000000
5318,1284500000000
5319,1284750000000
5320,1285000000000
5321,1285250000000
5322,1285500000000
5323,1285750000000
5324,1286000000000
5325,1286250000000
5326,1286500000000
5327,1286750000000
5328,1287000000000
5329,1287250000000
5330,1287500000000
5331,1287750000000
5332,1288000000000
5333,1288250000000
5334,1288500000000
5335,1288750000000
5336,1289000000000
5337,1289250000000
5338,1289500000000
5339,1289750000000
5340,1290000000000
5341,1290250000000
5342,1290500000000
5343,1290750000000
5344,1291000000000
5345,1291250000000
5346,1291500000000
5347,1291750000000
5348,1292000000000
5349,1292250000000
5350,1292500000000
5351,1292750000000
5352,1293000000000
5353,1293250000000
5354,1293500000000
5355,1293750000000
5356,1294000000000
5357,1294250000000
5358,1294500000000
5359,1294750000000
5360,1295000000000
5361,1295250000000
5362,1295500000000
5363,1295750000000
5364,1296000000000
5365,1296250000000
5366,1296500000000
5367,1296750000000
5368,1297000000000
5369,1297250000000
5370,1297500000000
5371,1297750000000
5372,1298000000000
5373,1298250000000
5374,1298500000000
5375,1298750000000
5376,1299000000000
5377,1299250000000
5378,1299500000000
5379,1299750000000
5380,1300000000000
5381,1300250000000
5382,1300500000000
5383,1300750000000
5384,1301000000000
5385,1301250000000
5386,1301500000000
5387,1301750000000
5388,1302000000000
5389,1302250000000
5390,1302500000000
5391,1302750000000
5392,1303000000000
5393,1303250000000
5394,1303500000000
5395,1303750000000
5396,1304000000000
5397,1304250000000
5398,1304500000000
5399,1304750000000
5400,1305000000000
5401,1305250000000
5402,1305500000000
5403,1305750000000
5404,1306000000000
5405,1306250000000
5406,1306500000000
5407,1306750000000
5408,1307000000000
5409,1307250000000
5410,1307500000000
5411,1307750000000
5412,1308000000000
5413,1308250000000
5414,1308500000000
5415,1308750000000
5416,1309000000000
5417,1309250000000
5418,1309500000000
5419,1309750000000
5420,1310000000000
5421,1310250000000
5422,1310500000000
5423,1310750000000
5424,1311000000000
5425,1311250000000
5426,1311500000000
5427,1311750000000
5428,1312000000000
5429,1312250000000
5430,1312500000000
5431,1312750000000
5432,1313000000000
5433,1313250000000
5434,1313500000000
5435,1313750000000
5436,1314000000000
5437,1314250000000
5438,1314500000000
5439,1314750000000
5440,1315000000000
5441,1315250000000
5442,1315500000000
5443,1315750000000
5444,1316000000000
5445,1316250000000
5446,1316500000000
5447,1316750000000
5448,1317000000000
5449,1317250000000
5450,1317500000000
5451,1317750000000
5452,1318000000000
5453,1318250000000
5454,1318500000000
5455,1318750000000
5456,1319000000000
5457,1319250000000
5458,1319500000000
5459,1319750000000
5460,1320000000000
5461,1320250000000
5462,1320500000000
5463,1320750000000
5464,1321000000000
5465,1321250000000
5466,1321500000000
5467,1321750000000
5468,1322000000000
5469,1322250000000
5470,1322500000000
5471,1322750000000
5472,1323000000000
5473,1323250000000
5474,1323500000000
5475,1323750000000
5476,1324000000000
5477,1324250000000
5478,1324500000000
5479,1324750000000
5480,1325000000000
5481,1325250000000
5482,1325500000000
5483,1325750000000
5484,1326000000000
5485,1326250000000
5486,1326500000000
5487,1326750000000
5488,1327000000000
5489,1327250000000
5490,1327500000000
5491,1327750000000
5492,1328000000000
5493,1328250000000
5494,1328500000000
5495,1328750000000
5496,1329000000000
5497,1329250000000
5498,1329500000000
5499,1329750000000
5500,1330000000000
5501,1330250000000
5502,1330500000000
5503,1330750000000
5504,1331000000000
5505,1331250000000
5506,1331500000000
5507,1331750000000
5508,1332000000000
5509,1332250000000
5510,1332500000000
5511,1332750000000
5512,1333000000000
5513,1333250000000
5514,1333500000000
5515,1333750000000
5516,1334000000000
5517,1334250000000
5518,1334500000000
5519,1334750000000
5520,1335000000000
5521,1335250000000
5522,1335500000000
5523,1335750000000
5524,1336000000000
5525,1336250000000
5526,1336500000000
5527,1336750000000
5528,1337000000000
5529,1337250000000
5530,1337500000000
5531,1337750000000
5532,1338000000000
5533,1338250000000
5534,1338500000000
5535,1338750000000
5536,1339000000000
5537,1339250000000
5538,1339500000000
5539,1339750000000
5540,1340000000000
5541,1340250000000
5542,1340500000000
5543,1340750000000
5544,1341000000000
5545,1341250000000
5546,1341500000000
5547,1341750000000
5548,1342000000000
5549,1342250000000
5550,1342500000000
5551,1342750000000
5552,1343000000000
5553,1343250000000
5554,1343500000000
5555,1343750000000
5556,1344000000000
5557,1344250000000
5558,1344500000000
5559,1344750000000
5560,1345000000000
5561,1345250000000
5562,1345500000000
5563,1345750000000
5564,1346000000000
5565,1346250000000
5566,1346500000000
5567,1346750000000
5568,1347000000000
5569,1347250000000
5570,1347500000000
5571,1347750000000
5572,1348000000000
5573,1348250000000
5574,1348500000000
5575,1348750000000
5576,1349000000000
5577,1349250000000
5578,1349500000000
5579,1349750000000
5580,1350000000000
5581,1350250000000
5582,1350500000000
5583,1350750000000
5584,1351000000000
5585,1351250000000
5586,1351500000000
5587,1351750000000
5588,1352000000000
5589,1352250000000
5590,1352500000000
5591,1352750000000
5592,1353000000000
5593,1353250000000
5594,1353500000000
5595,1353750000000
5596,1354000000000
5597,1354250000000
5598,1354500000000
5599,1354750000000
5600,1355000000000
5601,1355250000000
5602,1355500000000
5603,1355750000000
5604,1356000000000
5605,1356250000000
5606,1356500000000
5607,1356750000000
5608,1357000000000
5609,1357250000000
5610,1357500000000
5611,1357750000000
5612,1358000000000
5613,1358250000000
5614,1358500000000
5615,1358750000000
5616,1359000000000
5617,1359250000000
5618,1359500000000
5619,1359750000000
5620,1360000000000
5621,1360250000000
5622,1360500000000
5623,1360750000000
5624,1361000000000
5625,1361250000000
5626,1361500000000
5627,1361750000000
5628,1362000000000
5629,1362250000000
5630,1362500000000
5631,1362750000000
5632,1363000000000
5633,1363250000000
5634,1363500000000
5635,1363750000000
5636,1364000000000
5637,1364250000000
5638,1364500000000
5639,1364750000000
5640,1365000000000
5641,1365250000000
5642,1365500000000
5643,1365750000000
5644,1366000000000
5645,1366250000000
5646,1366500000000
5647,1366750000000
5648,1367000000000
5649,1367250000000
5650,1367500000000
5651,1367750000000
5652,1368000000000
5653,1368250000000
5654,1368500000000
5655,1368750000000
5656,1369000000000
5657,1369250000000
5658,1369500000000
5659,1369750000000
5660,1370000000000
5661,1370250000000
5662,1370500000000
5663,1370750000000
5664,1371000000000
5665,1371250000000
5666,1371500000000
5667,1371750000000
5668,1372000000000
5669,1372250000000
5670,1372500000000
5671,1372750000000
5672,1373000000000
5673,1373250000000
5674,1373500000000
5675,1373750000000
5676,1374000000000
5677,1374250000000
5678,1374500000000
5679,1374750000000
5680,1375000000000
5681,1375250000000
5682,1375500000000
5683,1375750000000
5684,1376000000000
5685,1376250000000
5686,1376500000000
5687,1376750000000
5688,1377000000000
5689,1377250000000
5690,1377500000000
5691,1377750000000
5692,1378000000000
5693,1378250000000
5694,1378500000000
5695,1378750000000
5696,1379000000000
5697,1379250000000
5698,1379500000000
5699,1379750000000
5700,1380000000000
5701,1380250000000
5702,1380500000000
5703,1380750000000
5704,1381000000000
5705,1381250000000
5706,1381500000000
5707,1381750000000
5708,1382000000000
5709,1382250000000
5710,1382500000000
5711,1382750000000
5712,1383000000000
5713,1383250000000
5714,1383500000000
5715,1383750000000
5716,1384000000000
5717,1384250000000
5718,1384500000000
5719,1384750000000
5720,1385000000000
5721,1385250000000
5722,1385500000000
5723,1385750000000
5724,1386000000000
5725,1386250000000
5726,1386500000000
5727,1386750000000
5728,1387000000000
5729,1387250000000
5730,1387500000000
5731,1387750000000
5732,1388000000000
5733,1388250000000
5734,1388500000000
5735,1388750000000
5736,1389000000000
5737,1389250000000
5738,1389500000000
5739,1389750000000
5740,1390000000000
5741,1390250000000
5742,1390500000000
5743,1390750000000
5744,1391000000000
5745,1391250000000
5746,1391500000000
5747,1391750000000
5748,1392000000000
5749,1392250000000
5750,1392500000000
5751,1392750000000
5752,1393000000000
5753,1393250000000
5754,1393500000000
5755,1393750000000
5756,1394000000000
5757,1394250000000
5758,1394500000000
5759,1394750000000
5760,1395000000000
5761,1395250000000
5762,1395500000000
5763,1395750000000
5764,1396000000000
5765,1396250000000
5766,1396500000000
5767,1396750000000
5768,1397000000000
5769,1397250000000
5770,1397500000000
5771,1397750000000
5772,1398000000000
5773,1398250000000
5774,1398500000000
5775,1398750000000
5776,1399000000000
5777,1399250000000
5778,1399500000000
5779,1399750000000
5780,1400000000000
5781,1400250000000
5782,1400500000000
5783,1400750000000
5784,1401000000000
5785,1401250000000
5786,1401500000000
5787,1401750000000
5788,1402000000000
5789,1402250000000
5790,1402500000000
5791,1402750000000
5792,1403000000000
5793,1403250000000
5794,1403500000000
5795,1403750000000
5796,1404000000000
5797,1404250000000
5798,1404500000000
5799,1404750000000
5800,1405000000000
5801,1405250000000
5802,1405500000000
5803,1405750000000
5804,1406000000000
5805,1406250000000
5806,1406500000000
5807,1406750000000
5808,1407000000000
5809,1407250000000
5810,1407500000000
5811,1407750000000
5812,1408000000000
5813,1408250000000
5814,1408500000000
5815,1408750000000
5816,1409000000000
5817,1409250000000
5818,1409500000000
5819,1409750000000
5820,1410000000000
5821,1410250000000
5822,1410500000000
5823,1410750000000
5824,1411000000000
5825,1411250000000
5826,1411500000000
5827,1411750000000
5828,1412000000000
5829,1412250000000
5830,1412500000000
5831,1412750000000
5832,1413000000000
5833,1413250000000
5834,1413500000000
5835,1413750000000
5836,1414000000000
5837,1414250000000
5838,1414500000000
5839,1414750000000
5840,1415000000000
5841,1415250000000
5842,1415500000000
5843,1415750000000
5844,1416000000000
5845,1416250000000
5846,1416500000000
5847,1416750000000
5848,1417000000000
5849,1417250000000
5850,1417500000000
5851,1417750000000
5852,1418000000000
5853,1418250000000
5854,1418500000000
5855,1418750000000
5856,1419000000000
5857,1419250000000
5858,1419500000000
5859,1419750000000
5860,1420000000000
5861,1420250000000
5862,1420500000000
5863,1420750000000
5864,1421000000000
5865,1421250000000
5866,1421500000000
5867,1421750000000
5868,1422000000000
5869,1422250000000
5870,1422500000000
5871,1422750000000
5872,1423000000000
5873,1423250000000
5874,1423500000000
5875,1423750000000
5876,1424000000000
5877,1424250000000
5878,1424500000000
5879,1424750000000
5880,1425000000000
5881,1425250000000
5882,1425500000000
5883,1425750000000
5884,1426000000000
5885,1426250000000
5886,1426500000000
5887,1426750000000
5888,1427000000000
5889,1427250000000
5890,1427500000000
5891,1427750000000
5892,1428000000000
5893,1428250000000
5894,1428500000000
5895,1428750000000
5896,1429000000000
5897,1429250000000
5898,1429500000000
5899,1429750000000
5900,1430000000000
5901,1430250000000
5902,1430500000000
5903,1430750000000
5904,1431000000000
5905,1431250000000
5906,1431500000000
5907,1431750000000
5908,1432000000000
5909,1432250000000
5910,1432500000000
5911,1432750000000
5912,1433000000000
5913,1433250000000
5914,1433500000000
5915,1433750000000
5916,1434000000000
5917,1434250000000
5918,1434500000000
5919,1434750000000
5920,1435000000000
5921,1435250000000
5922,1435500000000
5923,1435750000000
5924,1436000000000
5925,1436250000000
5926,1436500000000
5927,1436750000000
5928,1437000000000
5929,1437250000000
5930,1437500000000
5931,1437750000000
5932,1438000000000
5933,1438250000000
5934,1438500000000
5935,1438750000000
5936,1439000000000
5937,1439250000000
5938,1439500000000
5939,1439750000000
5940,1440000000000
5941,1440250000000
5942,1440500000000
5943,1440750000000
5944,1441000000000
5945,1441250000000
5946,1441500000000
5947,1441750000000
5948,1442000000000
5949,1442250000000
5950,1442500000000
5951,1442750000000
5952,1443000000000
5953,1443250000000
5954,1443500000000
5955,1443750000000
5956,1444000000000
5957,1444250000000
5958,1444500000000
5959,1444750000000
5960,1445000000000
5961,1445250000000
5962,1445500000000
5963,1445750000000
5964,1446000000000
5965,1446250000000
5966,1446500000000
5967,1446750000000
5968,1447000000000
5969,1447250000000
5970,1447500000000
5971,1447750000000
5972,1448000000000
5973,1448250000000
5974,1448500000000
5975,1448750000000
5976,1449000000000
5977,1449250000000
5978,1449500000000
5979,1449750000000
5980,1450000000000
5981,1450250000000
5982,1450500000000
5983,1450750000000
5984,1451000000000
5985,1451250000000
5986,1451500000000
5987,1451750000000
5988,1452000000000
5989,1452250000000
5990,1452500000000
5991,1452750000000
5992,1453000000000
5993,1453250000000
5994,1453500000000
5995,1453750000000
5996,1454000000000
5997,1454250000000
5998,1454500000000
5999,1454750000000
6000,1455000000000
6001,1455250000000
6002,1455500000000
6003,1455750000000
6004,1456000000000
6005,1456250000000
6006,1456500000000
6007,1456750000000
6008,1457000000000
6009,1457250000000
6010,1457500000000
6011,1457750000000
6012,1458000000000
6013,1458250000000
6014,1458500000000
6015,1458750000000
6016,1459000000000
6017,1459250000000
6018,1459500000000
6019,1459750000000
6020,1460000000000
6021,1460250000000
6022,1460500000000
6023,1460750000000
6024,1461000000000
6025,1461250000000
6026,1461500000000
6027,1461750000000
6028,1462000000000
6029,1462250000000
6030,1462500000000
6031,1462750000000
6032,1463000000000
6033,1463250000000
6034,1463500000000
6035,1463750000000
6036,1464000000000
6037,1464250000000
6038,1464500000000
6039,1464750000000
6040,1465000000000
6041,1465250000000
6042,1465500000000
6043,1465750000000
6044,1466000000000
6045,1466250000000
6046,1466500000000
6047,1466750000000
6048,1467000000000
6049,1467250000000
6050,1467500000000
6051,1467750000000
6052,1468000000000
6053,1468250000000
6054,1468500000000
6055,1468750000000
6056,1469000000000
6057,1469250000000
6058,1469500000000
6059,1469750000000
6060,1470000000000
6061,1470250000000
6062,1470500000000
6063,1470750000000
6064,1471000000000
6065,1471250000000
6066,1471500000000
6067,1471750000000
6068,1472000000000
6069,1472250000000
6070,1472500000000
6071,1472750000000
6072,1473000000000
6073,1473250000000
6074,1473500000000
6075,1473750000000
6076,1474000000000
6077,1474250000000
6078,1474500000000
6079,1474750000000
6080,1475000000000
6081,1475250000000
6082,1475500000000
6083,1475750000000
6084,1476000000000
6085,1476250000000
6086,1476500000000
6087,1476750000000
6088,1477000000000
6089,1477250000000
6090,1477500000000
6091,1477750000000
6092,1478000000000
6093,1478250000000
6094,1478500000000
6095,1478750000000
6096,1479000000000
6097,1479250000000
6098,1479500000000
6099,1479750000000
6100,1480000000000
6101,1480250000000
6102,1480500000000
6103,1480750000000
6104,1481000000000
6105,1481250000000
6106,1481500000000
6107,1481750000000
6108,1482000000000
6109,1482250000000
6110,1482500000000
6111,1482750000000
6112,1483000000000
6113,1483250000000
6114,1483500000000
6115,1483750000000
6116,1484000000000
6117,1484250000000
6118,1484500000000
6119,1484750000000
6120,1485000000000
6121,1485250000000
6122,1485500000000
6123,1485750000000
6124,1486000000000
6125,1486250000000
6126,1486500000000
6127,1486750000000
6128,1487000000000
6129,1487250000000
6130,1487500000000
6131,1487750000000
6132,1488000000000
6133,1488250000000
6134,1488500000000
6135,1488750000000
6136,1489000000000
6137,1489250000000
6138,1489500000000
6139,1489750000000
6140,1490000000000
6141,1490250000000
6142,1490500000000
6143,1490750000000
6144,1491000000000
6145,1491250000000
6146,1491500000000
6147,1491750000000
6148,1492000000000
6149,1492250000000
6150,1492500000000
6151,1492750000000
6152,1493000000000
6153,1493250000000
6154,1493500000000
6155,1493750000000
6156,1494000000000
6157,1494250000000
6158,1494500000000
6159,1494750000000
6160,1495000000000
6161,1495250000000
6162,1495500000000
6163,1495750000000
6164,1496000000000
6165,1496250000000
6166,1496500000000
6167,1496750000000
6168,1497000000000
6169,1497250000000
6170,1497500000000
6171,1497750000000
6172,1498000000000
6173,1498250000000
6174,1498500000000
6175,1498750000000
6176,1499000000000
6177,1499250000000
6178,1499500000000
6179,1499750000000
6180,1500000000000
6181,1500250000000
6182,1500500000000
6183,1500750000000
6184,1501000000000
6185,1501250000000
6186,1501500000000
6187,1501750000000
6188,1502000000000
6189,1502250000000
6190,1502500000000
6191,1502750000000
6192,1503000000000
6193,1503250000000
6194,1503500000000
6195,1503750000000
6196,1504000000000
6197,1504250000000
6198,1504500000000
6199,1504750000000
6200,1505000000000
6201,1505250000000
6202,1505500000000
6203,1505750000000
6204,1506000000000
6205,1506250000000
6206,1506500000000
6207,1506750000000
6208,1507000000000
6209,1507250000000
6210,1507500000000
6211,1507750000000
6212,1508000000000
6213,1508250000000
6214,1508500000000
6215,1508750000000
6216,1509000000000
6217,1509250000000
6218,1509500000000
6219,1509750000000
6220,1510000000000
6221,1510250000000
6222,1510500000000
6223,1510750000000
6224,1511000000000
6225,1511250000000
6226,1511500000000
6227,1511750000000
6228,1512000000000
6229,1512250000000
6230,1512500000000
6231,1512750000000
6232,1513000000000
6233,1513250000000
6234,1513500000000
6235,1513750000000
6236,1514000000000
6237,1514250000000
6238,1514500000000
6239,1514750000000
6240,1515000000000
6241,1515250000000
6242,1515500000000
6243,1515750000000
6244,1516000000000
6245,1516250000000
6246,1516500000000
6247,1516750000000
6248,1517000000000
6249,1517250000000
6250,1517500000000
6251,1517750000000
6252,1518000000000
6253,1518250000000
6254,1518500000000
6255,1518750000000
6256,1519000000000
6257,1519250000000
6258,1519500000000
6259,1519750000000
6260,1520000000000
6261,1520250000000
6262,1520500000000
6263,1520750000000
6264,1521000000000
6265,1521250000000
6266,1521500000000
6267,1521750000000
6268,1522000000000
6269,1522250000000
6270,1522500000000
6271,1522750000000
6272,1523000000000
6273,1523250000000
6274,1523500000000
6275,1523750000000
6276,1524000000000
6277,1524250000000
6278,1524500000000
6279,1524750000000
6280,1525000000000
6281,1525250000000
6282,1525500000000
6283,1525750000000
6284,1526000000000
6285,1526250000000
6286,1526500000000
6287,1526750000000
6288,1527000000000
6289,1527250000000
6290,1527500000000
6291,1527750000000
6292,1528000000000
6293,1528250000000
6294,1528500000000
6295,1528750000000
6296,1529000000000
6297,1529250000000
6298,1529500000000
6299,1529750000000
6300,1530000000000
6301,1530250000000
6302,1530500000000
6303,1530750000000
6304,1531000000000
6305,1531250000000
6306,1531500000000
6307,1531750000000
6308,1532000000000
6309,1532250000000
6310,1532500000000
6311,1532750000000
6312,1533000000000
6313,1533250000000
6314,1533500000000
6315,1533750000000
6316,1534000000000
6317,1534250000000
6318,1534500000000
6319,1534750000000
6320,1535000000000
6321,1535250000000
6322,1535500000000
6323,1535750000000
6324,1536000000000
6325,1536250000000
6326,1536500000000
6327,1536750000000
6328,1537000000000
6329,1537250000000
6330,1537500000000
6331,1537750000000
6332,1538000000000
6333,1538250000000
6334,1538500000000
6335,1538750000000
6336,1539000000000
6337,1539250000000
6338,1539500000000
6339,1539750000000
6340,1540000000000
6341,1540250000000
6342,1540500000000
6343,1540750000000
6344,1541000000000
6345,1541250000000
6346,1541500000000
6347,1541750000000
6348,1542000000000
6349,1542250000000
6350,1542500000000
6351,1542750000000
6352,1543000000000
6353,1543250000000
6354,1543500000000
6355,1543750000000
6356,1544000000000
6357,1544250000000
6358,1544500000000
6359,1544750000000
6360,1545000000000
6361,1545250000000
6362,1545500000000
6363,1545750000000
6364,1546000000000
6365,1546250000000
6366,1546500000000
6367,1546750000000
6368,1547000000000
6369,1547250000000
6370,1547500000000
6371,1547750000000
6372,1548000000000
6373,1548250000000
6374,1548500000000
6375,1548750000000
6376,1549000000000
6377,1549250000000
6378,1549500000000
6379,1549750000000
6380,1550000000000
6381,1550250000000
6382,1550500000000
6383,1550750000000
6384,1551000000000
6385,1551250000000
6386,1551500000000
6387,1551750000000
6388,1552000000000
6389,1552250000000
6390,1552500000000
6391,1552750000000
6392,1553000000000
6393,1553250000000
6394,1553500000000
6395,1553750000000
6396,1554000000000
6397,1554250000000
6398,1554500000000
6399,1554750000000
6400,1555000000000
6401,1555250000000
6402,1555500000000
6403,1555750000000
6404,1556000000000
6405,1556250000000
6406,1556500000000
6407,1556750000000
6408,1557000000000
6409,1557250000000
6410,1557500000000
6411,1557750000000
6412,1558000000000
6413,1558250000000
6414,1558500000000
6415,1558750000000
6416,1559000000000
6417,1559250000000
6418,1559500000000
6419,1559750000000
6420,1560000000000
6421,1560250000000
6422,1560500000000
6423,1560750000000
6424,1561000000000
6425,1561250000000
6426,1561500000000
6427,1561750000000
6428,1562000000000
6429,1562250000000
6430,1562500000000
6431,1562750000000
6432,1563000000000
6433,1563250000000
6434,1563500000000
6435,1563750000000
6436,1564000000000
6437,1564250000000
6438,1564500000000
6439,1564750000000
6440,1565000000000
6441,1565250000000
6442,1565500000000
6443,1565750000000
6444,1566000000000
6445,1566250000000
6446,1566500000000
6447,1566750000000
6448,1567000000000
6449,1567250000000
6450,1567500000000
6451,1567750000000
6452,1568000000000
6453,1568250000000
6454,1568500000000
6455,1568750000000
6456,1569000000000
6457,1569250000000
6458,1569500000000
6459,1569750000000
6460,1570000000000
6461,1570250000000
6462,1570500000000
6463,1570750000000
6464,1571000000000
6465,1571250000000
6466,1571500000000
6467,1571750000000
6468,1572000000000
6469,1572250000000
6470,1572500000000
6471,1572750000000
6472,1573000000000
6473,1573250000000
6474,1573500000000
6475,1573750000000
6476,1574000000000
6477,1574250000000
6478,1574500000000
6479,1574750000000
6480,1575000000000
6481,1575250000000
6482,1575500000000
6483,1575750000000
6484,1576000000000
6485,1576250000000
6486,1576500000000
6487,1576750000000
6488,1577000000000
6489,1577250000000
6490,1577500000000
6491,1577750000000
6492,1578000000000
6493,1578250000000
6494,1578500000000
6495,1578750000000
6496,1579000000000
6497,1579250000000
6498,1579500000000
6499,1579750000000
6500,1580000000000
6501,1580250000000
6502,1580500000000
6503,1580750000000
6504,1581000000000
6505,1581250000000
6506,1581500000000
6507,1581750000000
6508,1582000000000
6509,1582250000000
6510,1582500000000
6511,1582750000000
6512,1583000000000
6513,1583250000000
6514,1583500000000
6515,1583750000000
6516,1584000000000
6517,1584250000000
6518,1584500000000
6519,1584750000000
6520,1585000000000
6521,1585250000000
6522,1585500000000
6523,1585750000000
6524,1586000000000
6525,1586250000000
6526,1586500000000
6527,1586750000000
6528,1587000000000
6529,1587250000000
6530,1587500000000
6531,1587750000000
6532,1588000000000
6533,1588250000000
6534,1588500000000
6535,1588750000000
6536,1589000000000
6537,1589250000000
6538,1589500000000
6539,1589750000000
6540,1590000000000
6541,1590250000000
6542,1590500000000
6543,1590750000000
6544,1591000000000
6545,1591250000000
6546,1591500000000
6547,1591750000000
6548,1592000000000
6549,1592250000000
6550,1592500000000
6551,1592750000000
6552,1593000000000
6553,1593250000000
6554,1593500000000
6555,1593750000000
6556,1594000000000
6557,1594250000000
6558,1594500000000
6559,1594750000000
6560,1595000000000
6561,1595250000000
6562,1595500000000
6563,1595750000000
6564,1596000000000
6565,1596250000000
6566,1596500000000
6567,1596750000000
6568,1597000000000
6569,1597250000000
6570,1597500000000
6571,1597750000000
6572,1598000000000
6573,1598250000000
6574,1598500000000
6575,1598750000000
6576,1599000000000
6577,1599250000000
6578,1599500000000
6579,1599750000000
6580,1600000000000
6581,1600250000000
6582,1600500000000
6583,1600750000000
6584,1601000000000
6585,1601250000000
6586,1601500000000
6587,1601750000000
6588,1602000000000
6589,1602250000000
6590,1602500000000
6591,1602750000000
6592,1603000000000
6593,1603250000000
6594,1603500000000
6595,1603750000000
6596,1604000000000
6597,1604250000000
6598,1604500000000
6599,1604750000000
6600,1605000000000
6601,1605250000000
6602,1605500000000
6603,1605750000000
6604,1606000000000
6605,1606250000000
6606,1606500000000
6607,1606750000000
6608,1607000000000
6609,1607250000000
6610,1607500000000
6611,1607750000000
6612,1608000000000
6613,1608250000000
6614,1608500000000
6615,1608750000000
6616,1609000000000
6617,1609250000000
6618,1609500000000
6619,1609750000000
6620,1610000000000
6621,1610250000000
6622,1610500000000
6623,1610750000000
6624,1611000000000
6625,1611250000000
6626,1611500000000
6627,1611750000000
6628,1612000000000
6629,1612250000000
6630,1612500000000
6631,1612750000000
6632,1613000000000
6633,1613250000000
6634,1613500000000
6635,1613750000000
6636,1614000000000
6637,1614250000000
6638,1614500000000
6639,1614750000000
6640,1615000000000
6641,1615250000000
6642,1615500000000
6643,1615750000000
6644,1616000000000
6645,1616250000000
6646,1616500000000
6647,1616750000000
6648,1617000000000
6649,1617250000000
6650,1617500000000
6651,1617750000000
6652,1618000000000
6653,1618250000000
6654,1618500000000
6655,1618750000000
6656,1619000000000
6657,1619250000000
6658,1619500000000
6659,1619750000000
6660,1620000000000
6661,1620250000000
6662,1620500000000
6663,1620750000000
6664,1621000000000
6665,1621250000000
6666,1621500000000
6667,1621750000000
6668,1622000000000
6669,1622250000000
6670,1622500000000
6671,1622750000000
6672,1623000000000
6673,1623250000000
6674,1623500000000
6675,1623750000000
6676,1624000000000
6677,1624250000000
6678,1624500000000
6679,1624750000000
6680,1625000000000
6681,1625250000000
6682,1625500000000
6683,1625750000000
6684,1626000000000
6685,1626250000000
6686,1626500000000
6687,1626750000000
6688,1627000000000
6689,1627250000000
6690,1627500000000
6691,1627750000000
6692,1628000000000
6693,1628250000000
6694,1628500000000
6695,1628750000000
6696,1629000000000
6697,1629250000000
6698,1629500000000
6699,1629750000000
6700,1630000000000
6701,1630250000000
6702,1630500000000
6703,1630750000000
6704,1631000000000
6705,1631250000000
6706,1631500000000
6707,1631750000000
6708,1632000000000
6709,1632250000000
6710,1632500000000
6711,1632750000000
6712,1633000000000
6713,1633250000000
6714,1633500000000
6715,1633750000000
6716,1634000000000
6717,1634250000000
6718,1634500000000
6719,1634750000000
